 95 58 50  5.07  2.21  3.00  5.16  6  6  6  4  0  0  0  1  3  1  3  3  3  0  1  0 12  7 10  8 1
 96 53 58 16.53  5.41  2.24  6.54  3  7  8 10  4  6  5 18 16  4  2  3 42  6  2  3 65 23 17 34 1
 98 56 53  4.53  4.97  9.09  2.92  6  4  6  5  1  1  0  0  1  3  5  2  0  0  0  0  8  8 11  7 1
108 56 53  7.51  6.78  4.43  2.80  7  7  9  7  1  3  2  0  5  3  1  2  0  1  1  0 13 14 13  9 1
114 68 67  2.26  2.47  2.06 13.67  6  7  5  6  1  0  0  0  2  5  3  2  0  0  0  0  9 12  8  8 1
116 56 56  3.71  1.93  1.63  1.17  5  4  4  4  0  0  0  0  4 10 12 10  2  0  0  0 11 14 16 14 1
117 46 51  4.19 12.70  2.94  5.42  5  3  5  6  2  6  2  5  2  5  2  2  2 11  3  4 11 25 12 17 1
122 66 56  3.32  2.26  1.40  1.34  9  8  7  7  0  1  0  0  1  2  2  2  1  0  0  0 11 11  9  9 1
123 69 71  2.36  1.31  0.90  1.01  7  8  7  8  1  0  0  1  3  1  1  1  0  0  0  0 11  9  8 10 1
127 59 49  1.37  0.93  2.49  1.19  8  6  5  6  2  2  3  0  1  1  4  4  0  0  2  2 11  9 14 12 1
129 54 46  1.49  5.16  1.36  1.66  6  4  6  6  1  7  1  1  1  4  1  1  0  2  0  0  8 17  8  8 1
132 69 54  5.06  1.84  3.84  5.13 10  5  4  4  1  0  2  1  1  2  5  4  0  0  1  2 12  7 12 11 1
137 43 40 16.23  9.49  9.50  6.67  4  5  2  0  2  5  2  0  9  9 11 30 26  5 16  1 41 24 31 31 1
138 73 45  4.40  3.29  9.01  6.96  9  8  7  6  0  0  0  0  1  1  1  1  0  1  0  0 10 10  8  7 1
139 55 54 11.05 16.20  5.48  5.50 11 14  8  9  6 16  7  4  3  1  3  1  1  0  0  3 21 31 18 17 1
140 70 53  4.89  2.40  1.74  1.91  5  6  6  6  2  0  0  0  3  1  1  1  2  0  0  0 12  7  7  7 1
  1 68 64  1.88  1.04  1.60  1.28  7  9  9  8  1  0  1  0  3  1  2  1  0  0  0  0 11 10 12  9 0
  2 54 40 13.92  7.09  6.27  5.75  2  4 10  8  1  0  0  0 16 12  6  8  4  4  2  0 23 20 18 16 0
  3 60 64  3.76  3.97  3.61  2.53 14 13 13 14  2  0  0  0  1  2  2  1  0  0  0  0 17 15 15 15 0
  5 67 56  4.56  2.30  2.20  3.82  4  6  4  6  1  0  0  2 10  2  4  3  0  2  0  0 15 10  8 11 0
  8 44 45 13.55  3.15  2.84  2.33  4  3  7  7  4  3  3  4  3  6  2  1 11  1  1  1 22 13 13 13 0
  9 56 44  5.60  9.35  3.48  5.01  4  2  5  5  0  0  2  5  5 15  9  7  3  4  0  2 12 21 16 19 0
 11 59 50  1.95  1.88  3.66  1.68  5  7  5  6  1  0  1  0  2  2  7  2  1  0  0  0  9  9 13  8 0
 12 59 43 16.67  4.36  1.46  1.58  6  8  6  6  5  1  0  0  2  1  1  1  3  0  0  0 16 10  7  7 0
 14 60 52 33.31 11.12 14.24 11.52  8  5  4  6  1  1  2  2  2  1  4  4  4  3  0  0 15 10 10 12 0
 16 60 52  5.41  3.85  4.09  2.88  6  6  6  6  0  0  0  0  5  2  3  2  0  1  0  0 11  9  9  8 0
 17 61 67  5.73  1.74  1.77  1.05  5 10 10  3  4  2  1  0  6  2  2  5  5  0  0  0 20 14 13  8 0
 21 65 63  7.75  1.68  1.74  0.94  4  7  4  4  9  0  1  0  5  1  3  3  5  0  1  0 23  8  9  7 0
 22 60 59  3.64  3.31  3.05  1.09  7  7  8  8  1  2  2  1  4  3  3  1  0  0  0  0 12 12 13 10 0
 24 51 67  9.30 10.95 14.59  7.66  4  7  7  5  0  0  1  0 10  4  2  3  0  0  1  1 14 11 11  9 0
 25 65 53 10.26  4.38  2.49  2.39  6  6  5  8  6  3  2  3  2  3  3  1  6  1  1  0 20 13 11 12 0
 26 60 60  3.42  2.49  1.84  1.44  7  8  8  9  2  1  1  1 13 12  3  2  2  0  0  0 24 21 12 12 0
 27 48 42  3.12  1.40  1.07  1.71  6  9  5  8  0  2  0  2  4  1  5  3  4  0  0  0 14 12 10 13 0
 29 54 56 12.77  1.53  1.73  2.02  6  7  8  7  8  5  2  2 10  1  2  3 12  0  0  3 36 13 12 15 0
 31 56 67 16.54  5.31  4.90  4.03  7 12 11 13  1  0  0  0 11  3  4  2  4  0  0  0 23 15 15 15 0
 38 57 43  9.48  4.88  4.79  6.68  7  9  7  8  3  2  1  2  5  1  2  1  2  2  0  1 17 14 10 12 0
 39 62 67  2.59  1.80  1.91  1.54 16 19 19 19  6  1  3  2  1  1  1  1  0  0  0  0 23 21 23 22 0
 42 71 71  4.48  3.03  5.42  2.50  6  4  5  5  0  0  1  0  4  5  4  5  1  0  1  0 11  9 11 10 0
 43 67 56  8.07 10.15  9.76 12.09  5  5  5  6  0  1  0  0  3  2  2  2  0  0  0  0  8  8  7  8 0
 44 41 35  7.42  5.39  3.24  2.62  1  1  1  1  0  0  0  0 20 20 20 20  4 13 11 11 25 34 32 32 0
 45 64 61  2.81  1.56  0.87  0.88  6  5  5  5  0  1  0  0  6  5  6  5  3  1  0  0 15 12 11 10 0
 46 56 54  7.05 11.85  8.03  2.40  3  8  8  2  2  3  5  6 10 10  4  9  2  3  5  0 17 24 22 17 0
 51 56 41  6.77  3.56  1.66  2.75 10 10  8  8  3  0  0  0  1  1  2  2  0  0  0  0 14 11 10 10 0
 52 60 54  8.64  3.50  2.90  2.14  4  5  5  6  1  0  0  0  4  5  2  1  2  0  1  0 11 10  8  7 0
 53 51 48  6.99  6.52  9.18  6.40  6  2  5  1  0  0  1  0  3 14  4 15  0  0  3  0  9 16 13 16 0
 54 59 60  8.04  1.56  3.32  1.34  4  5  5  5  4  0  2  0  7  2  3  2  4  0  0  0 19  7 10  7 0
 55 70 68  2.63  2.18  4.57  1.81  7  8 10  9  2  1  3  1  3  2  2  1  0  0  0  0 12 11 15 11 0
 60 64 61  7.28  4.02  5.13  3.64  6  7  6  5  3  0  1  0  2  2  2  3  1  1  1  0 12 10 10  8 0
 64 66 76 12.05  7.96  3.61  1.61  3  5  5  5  5  0  0  0 10  4  4  4  1  1  1  0 19 10 10  9 0
 67 51 49 10.69  3.38  2.88  1.89  5  0  0  0  6  0  0  0  5 30 30 30 38  0  0  0 54 30 30 30 0
 68 57 62  4.18  3.36  2.63  6.21  7  3  4  5  1  0  0  1  4  7  4  8  0  0  0  1 12 10  8 15 0
 71 48 64  3.09  2.28  2.94  2.43 15 14 14 14  1  0  1  0  1  1  1  1  0  0  0  0 17 15 16 15 0
 72 73 62  4.31 18.03  4.44  2.42  9  6  5  5  0  0  0  0  1  1  1  1  0  0  0  0 10  7  6  6 0
 73 54 53  5.83  2.65  1.87  1.40  7  5 12  6  3  2  4  0  4  3  1  3  2  2  0  1 16 12 17 10 0
 74 72 67  3.93  1.91  1.01  0.84  4  8  7  6  1  3  0  0  3  1  1  1  6  0  0  0 14 12  8  7 0
 75 56 50  6.76  2.24  1.75  1.52  5 11 14  9  3  4  2  9  6  2  1  1  6  0  0  0 20 17 17 19 0
 76 60 58  1.94  1.48  9.19  3.68  6  6  6  6  0  1  1  1  2  2  5  4  1  0  5  1  9  9 17 12 0
 78 75 63  4.53  1.54  2.72  1.61  6  5  7  6  0  0  0  0  2  3  1  1  0  0  0  0  8  8  8  7 0
 84 65 51  3.42  2.92  3.93  4.29 10  9  8  8  1  1  0  2  1  2  2  2  0  0  0  0 12 12 10 12 0
 86 58 50  6.19  2.00  1.62  4.28  6  7  7  8  1  0  0  0  2  1  1  1  1  0  0  0 10  8  8  9 0
 88 54 66  4.54  1.80  3.03  1.85  1  4  2  4  0  0  4  2 22  9  9  9  1  0  0  1 24 13 15 16 0
 89 53 54 10.55  5.41  2.51  3.78  6  6  4  5  2  0  0  1  2  1  3  4  0  0  0  0 10  7  7 10 0
 90 57 51  4.12  4.79  1.72  1.10 10  7  9  9  2  7  0  0  1  3  1  1  0  0  0  0 13 17 10 10 0
 91 74 73  3.68  2.48  2.81  4.74  8  8  7  6  0  0  0  1  2  3  1  2  0  0  0  0 10 11  8  9 0
 92 68 56  1.94  4.91  4.64  1.24  9  7  8  7  4  1  3  2  1  4  2  1  0  1  0  0 14 13 13 10 0
 93 65 66  3.17  4.26  2.87  2.43  6  5  8  4  1  1  0  0  1  8  2  3  0  1  0  0  8 15 10  7 0
 94 70 68  6.45  3.95  3.84  3.56  6  6  6  6  0  0  1  0  7  4  2  3  0  0  0  0 13 10  9  9 0
 97 53 52  4.04  3.32  5.14  2.22  6  9  6  6  2  1  5  1  4  1  2  2  0  0  1  0 12 11 14  9 0
 99 65 67  4.03  3.40  1.55  2.56  5  5  7  6  1  1  0  1  3  5  1  3  1  0  0  0 10 11  8 10 0
100 49 40 10.04 11.42 10.63  3.21  4  5  3  2  4  5  3  0  8  3 10 12 21 19 23 18 37 32 39 32 0
112 46 56  8.47 16.13  8.78 15.51  4  3  4  3  1  1  0  0  5 11 10 10  5 10  7 18 15 25 21 31 0
113 51 46  5.26  4.65  3.38  2.78  9 10  8  8  0  4  0  1  4  1  1  2  0  0  1  0 13 15 10 11 0
115 56 53 10.66 11.20  3.28  2.07  0 14  0  0  0  0  0  0 30  1 30 30  1 35  0  2 31 50 30 32 0
118 55 55  5.84 11.55  6.24  4.97  3  3  4  4  2 13  0  5 12  8  8  7  6 16  2  3 23 40 14 19 0
119 62 55  1.69  1.34  1.53  1.51  9  8  8  7  0  0  0  0  1  1  1  1  0  0  0  0 10  9  9  8 0
120 44 49  6.38  8.27 16.50  2.17 12 10 12  7  5 12  6  1  1  6  5  2  0  1  2  0 18 29 25 10 0
121 61 43  5.19  4.87  1.37  0.90  7  6  6  6  1  2  0  0  1  2  1  1  0  1  0  0  9 11  7  7 0
124 56 67  4.61  8.95  4.61  3.10  4  1  1  1  0  0  0  0  4 20 20 20  2  2  0  0 10 23 21 21 0
125 49 47 27.77 25.61  3.48  3.30  4  2  1  1  8  0  0  0  9 12 15 20  9 45  5  6 30 59 21 27 0
126 48 46 11.65 11.17  4.60  2.69  1  6  1  2  0  4  0  0 20  5 15 12  0 12  1  0 21 27 17 14 0
128 63 64  5.08  1.67  1.65  3.83  5  5  5  6  4  0  0  1  4  3  3  2  2  0  0  1 15  8  8 10 0
130 46 50  6.59  4.94  3.11  3.81  1  1  1  1  0  0  0  0 21 20 20 20  3  3  1  1 25 24 22 22 0
131 57 58  7.55  2.78  2.80  1.45  2  5  2  5  0  0  0  1 15 15 25  6  8  0  1  0 25 20 28 12 0
133 68 51  2.11  1.00  0.92  0.87  4  4  4  4  0  0  0  0 10 10 10 10  0  0  0  0 14 14 14 14 0
134 49 43  3.10 13.07  1.82  2.14  5  5  8  9  2 12  1  8  3  7  1  1  2 12  1  0 12 36 11 18 0
135 47 47  5.00  4.52  4.12  3.11  3  6  4  4  2  6  0  0  9  3  7  9  4  3  3  1 18 18 14 14 0
